,index,node,importance,Unnamed: 0,symbol,weight,Type
317,324,KIF23,0.0004358147535709974,76900.0,KIF23,4.0,coding
318,325,CDCA3,0.00043497661282763375,23889.0,CDCA3,1.0,coding
319,326,HSPD1,0.00043419460691095324,76581.0,HSPD1,6.0,coding
320,327,SH3D19,0.0004341236132686198,81134.0,SH3D19,6.0,coding
321,328,MEF2D,0.0004326541291923702,71812.0,MEF2D,3.0,coding
322,329,KCMF1,0.0004325113787625127,56446.0,KCMF1,3.0,coding
323,330,ATXN1,0.00043223700757235483,80417.0,ATXN1,9.0,coding
325,332,NID1,0.00043030828343945183,80614.0,NID1,12.0,coding
326,333,CD19,0.0004301667767317822,83832.0,CD19,6.0,coding
328,335,STARD13,0.0004264605390516271,64861.0,STARD13,3.0,coding
329,336,JAK1,0.0004238151896247301,87767.0,JAK1,12.0,coding
331,338,MSH6,0.00041999475771282296,88111.0,MSH6,11.0,coding
332,339,CCNE1,0.0004141812522777458,8441.0,CCNE1,2.0,coding
333,340,SERBP1,0.000413759211589838,47925.0,SERBP1,2.0,coding
334,341,CDC6,0.0004122778282729336,38896.0,CDC6,4.0,coding
336,343,MDM2,0.0004079875975335107,80235.0,MDM2,3.0,coding
337,344,CHEK2,0.00040778406930491333,89221.0,CHEK2,6.0,coding
338,345,MAF,0.0004076976068022061,89508.0,MAF,1.0,coding
339,346,MYBL1,0.00040748535858974293,47668.0,MYBL1,4.0,coding
340,347,GIGYF1,0.00040671519002210903,85442.0,GIGYF1,7.0,coding
341,348,CTLA4,0.0004051071769092758,18091.0,CTLA4,1.0,coding
343,350,RXRA,0.000403861395967213,67716.0,RXRA,2.0,coding
344,351,FZD9,0.0004029688429404328,89548.0,FZD9,3.0,coding
345,352,MELK,0.0004024929457217871,77195.0,MELK,3.0,coding
346,353,MKI67,0.00040181716060122005,77256.0,MKI67,16.0,coding
347,354,CRK,0.0004015260590489145,8.0,CRK,1.0,coding
348,355,CXXC1,0.00040060113255734525,50897.0,CXXC1,1.0,coding
349,356,AHNAK,0.00039989811050996466,87026.0,AHNAK,34.0,coding
350,357,VAV3,0.0003996224279623204,89535.0,VAV3,8.0,coding
352,359,CDK2,0.0003974660691596396,40219.0,CDK2,2.0,coding
353,360,CCNE2,0.00039560065456083687,87683.0,CCNE2,4.0,coding
354,361,PPARG,0.00039486957169602733,81509.0,PPARG,5.0,coding
356,363,RAI2,0.00039370220101356187,64620.0,RAI2,7.0,coding
357,364,DACH1,0.00039347710591895377,75553.0,DACH1,3.0,coding
360,367,NCKAP1,0.00039271518331887643,86163.0,NCKAP1,9.0,coding
361,368,CA12,0.0003925389579282392,40826.0,CA12,1.0,coding
362,369,NEK9,0.00039090509562626465,88885.0,NEK9,6.0,coding
363,370,LAMC1,0.0003902446982873804,72994.0,LAMC1,9.0,coding
364,371,HEY1,0.00038649087816686824,12994.0,HEY1,1.0,coding
366,373,PARD6B,0.0003840422491998759,74068.0,PARD6B,2.0,coding
367,374,CTNNB1,0.00038351351975268944,60014.0,CTNNB1,3.0,coding
370,377,RFC2,0.0003831796263915065,23846.0,RFC2,1.0,coding
371,378,ZEB1,0.000382535053564162,90437.0,ZEB1,6.0,coding
372,379,TOP2A,0.0003808200402621884,63728.0,TOP2A,3.0,coding
373,380,CASP3,0.00038081612911959004,75077.0,CASP3,1.0,coding
374,381,ATF2,0.00038070392928776813,74722.0,ATF2,4.0,coding
375,382,AKAP12,0.00038052940771245614,87226.0,AKAP12,11.0,coding
376,383,PBX1,0.0003791835103471675,55910.0,PBX1,2.0,coding
380,387,CLCN5,0.00037584385516501004,17078.0,CLCN5,1.0,coding
381,388,FOXP3,0.0003751508013141745,62977.0,FOXP3,1.0,coding
382,389,DMD,0.00037392532997840213,87606.0,DMD,56.0,coding
383,390,HGF,0.0003736556610748612,76511.0,HGF,5.0,coding
384,391,SKIL,0.0003734640310211098,68879.0,SKIL,3.0,coding
